Show,Sentiment,Review
Taboo,1,The metaphorical gloom and doom of Taboo is likewise dense and relentless but so enveloping you can't help but be sucked in.
Avatar: The Last Airbender,1,"[Season 3] doesn't skimp on the action, even as it excels at philosophizing."
Hawkeye,1,"Welcome back, old MCU, we've missed you.Clint and Kate have made their way into my heart as Marvel's most iconic duo."
Lisey's Story,0,This show is hellbent on driving me mad thanks to one of its biggest stumbling blocks: the absence of any sort of logic to this universe.
Unbelievable,1,A brilliantly structured cat and mouse story that's also about the growing trust and bond between the detectives in the war against the male status quo.
Girls,1,"That ""voice of a generation"" crack Dunham made in the pilot episode? Damn if it hasn't come true."
The Good Place,1,"The Good Place is over. I'm sad that it's done, but I'm also grateful for the time I spent with it. I think I'm ready for it to go. Take it sleazy, everyone."
The Mist,1,The acting is no great shakes but the special effects and overall atmosphere are overriding plusses.
Slow Horses,1,"Slow Horses gets to have its cake and eat it too, combining a genuinely tense thriller plot with the unexpected comedy of the people trying to solve it being outcasts of whom nothing is expected."
24,1,The details are no more believable or credible than they ever were. But since when did any of that matter? The result is still pretty entertaining.
The Last Days of Ptolemy Grey,1,Most of its pleasure comes from the easy rapport between Jackson and Fishback.
Marvel's Iron Fist,1,"Despite its struggles to be interesting, there's a workmanlike quality to the series' second outing that's admirable, if not entirely successful."
Star Trek: Picard,1,"The thing about those bad first seasons of “Trek” shows? They’re always the precursor to a startling turnaround. Sometimes that uptick happens in Season 2, sometimes later. “Picard” has already made it so."
Yellowjackets,1,In the short term Yellowjackets holds all the essential ingredients needed to brew a thriller worth investing in.
X-Men,1,"Its success paved the way for future Marvel cartoons, and it is considered to be the greatest X-Men animation of all time."
Marvel's Iron Fist,0,Iron Fist's sophomore season isn't able to right the many wrongs from its first. Don't waste your time on this one.
Sex Education,1,...quite possibly the best season of Sex Education so far.
Nathan for You,1,"It's funny! Very, very, very funny."
Entourage,1,"Entourage has avoided teaching us lessons about greed-head ambition; if anything, its flaw has been its throbbing sentimentality about the bonds of bro-ship."
The Afterparty,1,"I don't think it's a great show, but I think it's a solid show, and I grew kind of fond of these people as they told their different stories."
The Mandalorian,1,"Aside from just being watchable TV, The Mandalorian season 2's real strength is that it's great Star Wars."
Fleabag,1,"While there are plenty of well-turned one-liners, the deeper attraction of Fleabag is schadenfreude."
Anatomy of a Scandal,1,"The suspense builds from episode to episode as these three complicated, well-drawn characters knock against each other – in court, in private and in memory."
Breaking Bad,1,"Hell is where this show has landed: into the ""darkness visible"" that Milton describes in Paradise Lost, reigned over by the best, most credible, Lucifer ever to have appeared in pop culture."
Pachinko,1,"Riveting, knife-sharp, poetic, this adaptation of an acclaimed novel from Min Jin Lee holds secrets; an epic family saga that integrates meaning within meaning."
Stranger Things,1,Season four captures all of the magic — and horror — of the best parts of the series.
The White Lotus,1,"White's series is sharply observed even if, finally, it's fairly slight. We're offered deft sketches of rich people behaving badly in a beautiful environment. But there is a predictable pleasure in watching them squirm."
The Leftovers,1,"I've moved past depression and into acceptance when it comes to this series, but I'm still going to miss it when it's gone."
Loot,0,"The talented cast, glossy production sheen, and pop culture savvy jokes make the ten 30-minute episodes an easy watch. Unfortunately, Loot can’t stop the glimmer from fading."
After Life,0,It's a season that betrays its own legacy and destroys the absolute brilliance of the first season.
After Life,1,"The end of this elevating, energizing series may cause confusion, but the conversation that follows ""After Life"" will add one more layer to Gervais' admirable foundation."
Chucky,1,Deliver something much more thoughtful than its gory veneer lets on.
The Mighty Ducks: Game Changers,1,It's nearly impossible to not root for these underdogs.
Titans,1,"By far the best season yet. It fixes most issues from seasons past, and Red Hood is a brutal villain! Finally this show is getting good -- REALLY good."
The Baby,1,"It's best, I think, to go in knowing as little as possible – the better to enjoy and be bewildered by the mystery of it all."
The Witcher,1,"For fans of this show and newcomers, ""The Witcher"" still delivers enough escapist fun."
Feel Good,1,"Throughout all these messy character and relationship arcs, there's still that goofy and original comedic voice established in the first season that sometimes verges on the absurd. Life is, after all, absurd. And [It] does a brilliant job exploring that."
Mr. Robot,1,"Season four, thankfully, seems like it's finally rewarding my faith in the show's long game."
Station Eleven,1,"Scattershot and transfixing, an adaptation that honors much of Mandel's tone and intent but alters and expands (not always for the better) the world she so wondrously built."
Welcome to Earth,1,[Smith is] a likable guide with a nice line in vulnerability.
Roar,1,A remarkable and frequently mind-bending eight-part anthology.
Twin Peaks,1,Confounding but still vintage Lynch.
Dr. Death,1,"While this summer's horror movies are doing their best to scare us, none of them will come close to giving me the chills that the operating room scenes in the new Peacock series ""Dr. Death"" do."
Ramy,1,"The result is a tremendous show that is heartbreaking, uncomfortable, and wickedly funny."
Normal People,1,"Handled the way it is, the physical becomes an intellectual tool and a window into character. That the people involved are very beautiful doesn't hurt, of course. But viewers will ultimately love Normal People for its mind."
The Mist,0,"Okay, it's possible I'm overreacting here just a smidge. But Spike's version of The Mist is one dumb piece of work."
Shameless,1,"I love this show, messy flaws, brazen outrageousness, frenetic pacing, offensive story lines, hyper-farcical turns and all. It's not a Breaking Bad or a Mad Men, a pair of near-perfect specimens, but it has the kind of humanity that inspires my devotion."
The Night Of,1,"Familiarity doesn't make The Night Of any less involving, though, in large part because of Ahmed's charismatic and sympathetic performance as Naz."
The Beatles: Get Back,1,I can think of no one other than the Beatles whose rehearsal crumbs are still delicious five decades after everyone else's leftovers have long passed their expiration dates.
Wolf Like Me,1,...Abe Forsythe brings the same brand of humor to the series as he did to Little Monsters.
Bodyguard,1,Bodyguard starts frenetic and stays there.
WandaVision,1,WandaVision is unlike anything that the MCU has ever done.
Severance,1,"A meditative, existential buzzkill. Moments of humor exist, but they are quickly quashed. The show is expertly crafted, mind you. Every shot is deliberate, crisp, and polished. It knows exactly what it wants to be, esthetically."
Chernobyl,1,"""Chernobyl's"" pacing slows in the third and fourth chapters, but the miniseries finishes powerfully."
Schmigadoon!,0,"Like so many quality control-lacking project with Lorne Michaels as an executive producer, this series... is an SNL skit in search of a story."
Workaholics,1,An unforgettable series finale adventure.
Big Shot,1,"Big Shot is more of a family drama than you might expect, and a very appealing one at that."
You,1,"Regardless of the conclusions it draws, ""You"" remains a fascinating look at just how hard it is to outwit and outrun your own nature."
Ozark,1,"…an adult, intense show that aims for a societal fault line where crime and community intersect violently on Main Street…"
The Office,1,"It's worth taking a trip to the darker, more depressing, awkward, uncomfortable, and just plain sad version of The Office that started it all: the original."
Titans,1,The show seems plenty watchable -- and occasionally jarring in its surprises -- without feeling like a top-tier series. Part of that has to do with a storyline involving the villain Red Hood that inches along in advancing the plot.
Limitless,0,"With this new series, CBS seems to have squandered the potential of a weird, compelling premise by cramming it into an average procedural crime-show mold."
Power,1,This show is worth a look.
Bridgerton,1,"While Anthony and Kates story isnt quite the bodice-ripper that its predecessor was, its still plenty watchable. Bridgerton may not be on fire this season, but its still got its spark."
Steven Universe,1,"It's packed with shattering (pardon my pun) revelations, some of the best action sequences Steven Universe has ever aired, and the series' typical love."
The Night Of,1,"The Night Of is a compelling mystery, and I suspect that if the show becomes as popular as it deserves to be, much of the audience will be fixated on solving it."
Winning Time: The Rise of the Lakers Dynasty,0,"Winning Time is guaranteed to turn the stomachs of not only Boston Celtics fans, but anyone hoping for more than an egregiously cartoonish and ham-fisted hagiography executed with all the subtlety of a no-look pass."
Veep,1,"Veep should be remembered as one of the best ensemble casts ever, with Louis-Dreyfus surrounded by an absolute murderer's row of comedic talent."
What We Do in the Shadows,1,"What We Do in the Shadows' Season 4 brings the vampires back to Staten Island, highlighting what makes the cast so hilarious and endearing."
The Outsider,0,"It's refreshing for film and TV producers to take King's work as seriously as his readers do, but The Outsider proves that the solemn approach can go too far."
Hacks,1,Hacks stands out in the TV comedy landscape because doesn’t gloss over or shy away from the ugliest parts of its characters. Women are complicated.
Mare of Easttown,1,"Elements of ""Mare"" do feel overly familiar, particularly the hard-charging-woman- detective-who's-dedicated-to-the-job-at-the-expense-of-her-family trope. But it's easy to forgive thanks to Winslet's performance and the show's strong supporting cast."
The Morning Show,1,"It's a show that is decadent in its self-absorption, much like the oversized characters it brings to life. Whether that decadence works for you is a personal choice, much like the real life news personalities we instinctively choose over the others."
"Love, Death + Robots",1,"While this collection of nine episodes is likely the weakest of the bunch to date, there’s still much to marvel at both in terms of its provocative storytelling and especially the diverse, alluring animation on offer throughout."
Chuck,1,"In retrospect, Chuck went on a little too long with a premise that was probably worth two good seasons, but it still made me smile enough that I was never annoyed to see it return."
Breaking Bad,1,We aren't so much suckers in our sympathy for Walt as paralyzed friends who can't quite believe a man we cared for could change so quickly or so thoroughly.
Mare of Easttown,1,"Mare of Easttown is a pleasure to watch, with everyone in Mare's orbit, and vice versa, as she circles in on the show's main mystery."
The Act,1,"Mental illness and the ways it colors incomprehensible choices rarely has such easy, tidy resolutions. The Act understands this fact at a painful level, and leaves you gasping from the results."
Invincible,1,"The old-school animation, married with deep character work and a thoughtful plot that sticks with you, make the series stand out proudly among the comic book crowd."
30 Rock,1,I respect Tina Fey's desire to end the show while it's still good. But an episode like this one just reminds me of how much I'm going to miss 30 Rock when it's gone.
Prehistoric Planet,1,"Styled as a visually splendid nature documentary, this series explores the lives and times of dinosaurs in a remarkably realistic way."
Alias Grace,1,"If violence is inevitable, Alias Grace argues, it may as well be a woman's uprising."
Little Voice,1,"While that may not sound like a great pitch for a TV series, the series will immediately grab your attention, and won't let go. It's an immersive experience from start to finish."
Little Fires Everywhere,1,"In the end, the show does more than make room for a shift in Elena's worldview. It also registers just how much this sliver of hope has cost the more marginalized others in her life."
Marvel - Jessica Jones,0,"Towards the end there was a 50-50 split between good and bad, but the first half or the show there was barely anything to like. A sad end for the Netflix MCU branch."
Dickinson,1,"Vital and independent, 'Dickinson' reflects upon the very best of what people are capable of doing,"
Mr. Robot,1,...the new season leans into what attracted fans in the first place.
Twin Peaks,1,"Even as you begin to grasp its contours and try to assemble the puzzle, you will still be left with pieces that don't quite fit together. Maybe they don't fit because you're solving a jigsaw when Lynch has designed a four-dimensional polyhedron."
The Shrink Next Door,0,"I had the same uneasy reaction to the podcast itself, and I bailed on Shrink early, in both incarnations. But hey, there's obviously an audience for this."
Lost,1,"I've always thought it was one of the smartest-written shows on TV; certainly the most ambitious. I also knew that ABC kept this show around for prestige and Emmy consideration, but this was pretty good television -- like one long movie."
The Staircase,1,"Every episode is more in-depth than the last, making this series and its two sequels one of the most thorough true crime projects ever created."
Sex/Life,0,"Explicitness abounds. However, the friction that Sex/Life chases more often turns into a rub. As it turns out, both good sex and a good life can bloom when fed full-throated fantasy. But for Sex/Life, its soapy sexuality washes away its potential potency."
Acapulco,1,"Acapulco has a ton of heart, plenty of humour and looks stunning. Told in Spanish and English, this coming-of-age story doesn't set out to break barriers or be scintillating. It anchors itself in seductive cuteness and succeeds."
Teen Wolf,0,"While Stiles is missed in the last batch of episodes, this fun MTV show finds a nice way to say goodbye."
Stranger Things,1,"It doesn’t have the very specific weirdness of Season 1, the assault-on-all-fronts feel of Season 2, or the summer fun of Season 3. That being said, it is still so enjoyable to spend time with these characters again and combat a hair-raising new threat..."
The Right Stuff,1,"As a dramatic series, it's phenomenal; it's frequently touching and just as thrilling. But as a show that could potentially usher in a new era of Disney+, it's even more exciting."
Devs,1,Watching Devs I quickly learned it's possible to be entirely gripped by a show while simultaneously not having a clue what's going on.
Chernobyl,1,"This isn't just a gripping five-part disaster film but an examination of Soviet news-speak in its late-stage death throes. It's intelligent, at times intricate, explanatory journalism, especially about nuclear power technology."
Rick and Morty,1,The simultaneous fondness for the recurring motifs of speculative fiction and its irreverent mocking of twists and tools that have been done to death are central to this show's duende. And that's also a major reason we love Rick.
The Essex Serpent,1,"It’s a lot for a TV drama, but it’s such an unusual story there’s little chance to be anything but enchanted, and terrific performances from Danes, Hiddleston and particularly Dillane as Dr Garrett, keep up the pace."
Twin Peaks,1,"Lynch and Frost didn't bring back Twin Peaks to merely please themselves or flaunt their oddities. They brought it back as a piece of pure Sunday-night entertainment, and that may be the most surprising thing about it."
Money Heist: Korea - Joint Economic Area,1,"Money Heist: Korea - Joint Economic Area is ambitious for its plan, exciting for the twists and turns, inviting for its characters, and is just plain addictive."
Long Way Up,1,"Their epic adventure on bikes is more ""Dad joke"" sweetly nostalgic this time round."
Solar Opposites,1,This season settles into its own fandom a little too much but still has plenty of surprises and a shake-up in the narrative.
The Americans,1,A role model for any television series. [Full review in Spanish]
Succession,1,Succession is back for its third season and it doesn't miss a beat.
We Are Lady Parts,1,We Are Lady Parts is an absolute delight with my only complaint against it being that there's just a single short season available on streaming.
Chucky,1,"As it unfolds, Chucky offers up some new toybox treasures for fans of the franchise."
The Ipcress File,1,"Who knew a racy period spy caper could feel so, well, of the moment. Which is both a pleasing but also terribly sad thing to have to say."
Sharp Objects,1,"The prevalent use of anaesthetics becomes slyly provocative, watching characters douse themselves in hooch or, more archly, in music."
Moon Knight,1,"It’ll be fun to see how these characters are integrated into the MCU later, but for now nothing’s better than letting “Moon Knight” be its own lunatic thing."
The Shrink Next Door,0,A drawn-out true-cringe story.
Loki,1,An action-packed and surprisingly emotional middle chapter for Loki that does a great job reminding us why we're tuning in.
Starstruck,1,"Starstruck remains one of the most charming shows on television - and, with its mature and thoughtful second season, one of the smartest shows too."
Better Call Saul,1,"It's still the most extraordinary, riveting drama on TV, substantially because of its emphasis on showing and implying before scripting what it's thinking."
The Beatles: Get Back,1,"We dont see the Beatles break up in this documentary, but after eight hours we feel as if weve seen the beginning of the end."
Community,1,"Fans have spent years arguing that some Community is better than none at all, and more than any other season, this one puts that notion to the test."
Loot,1,"Its ethical journey finally delivers a pretty solid pay-off, but I can’t help feeling it would have been more persuasive had it delivered a few more gags along the way."
Supernatural,1,"If there is some small silver lining to be found in this soft and ambiguous landing, it allows the perfect opportunity for the fandom to do what it's always done: create a version of the story they prefer."
Russian Doll,1,"An absorbing lead performance from Natasha Lyonne is the guiding light of the shows success, and the actress continues to bring the same charisma she initially infused into the role."
Arrested Development,1,"Instead of winking at you from afar, the meta-humor of the fifth season pulls you aside and points out all the jokes you should be enjoying. That's not to say that the fifth season isn't enjoyable... but it all feels a little dated..."
Freaks and Geeks,1,The show deals with situations that we can all relate to. It is a very rare thing to see a television show with such love for its characters and its world - a true gem.
Russian Doll,1,Lyonne reveals the exhaustion and exhilaration of carrying so many multitudes within. She makes complexity look easy.
Halo,1,Paramounts adaptation of the mega-hit video game series shines when digging into the Master Chiefs long-suppressed sense of self and the schemes of the galaxys power players.
The Undoing,1,"Nicole Kidman and Hugh Grant are superb in this suspenseful, addictive crime thriller, revolving around the dilemma: 'Who can I trust?'"
First Kill,1,"With vibes of Romeo and Juliet meets Disney’s Zombies meets Killing Eve, First Kill is a bit campy and doesn’t take itself too seriously."
Pachinko,1,"To be clear, I am happy to see a series like Pachinko arrive. The show is well intentioned and well made... But if Pachinko returns for a second season, it would do well to be bold in its telling of Sunja’s story."
The Defiant Ones,1,"One of this series' lasting lessons is that work ethic and talent, which does not preclude a willingness to learn, are the consistent ingredients for ultimate success."
The Office,1,"In the end, it worked."
Black Sails,0,"Unfortunately, there's not a lot of wind at the back of the Emmy-winning Treasure Island prequel's final 10 episodes, and not many waves to be made by its exit."
Narcos,1,"By staying flexible and surprising, Narcos is earning a life longer than the reign of some of the drug lords it portrays."
The First Lady,0,"Watching the series attempt to make sense of itself, it’s tempting to believe that it began as three separate Michelle, Betty, and Eleanor shows before The First Lady slapped them together into one."
The Tourist,0,"What seems at the outset like a chance for Jamie Dornan to do some heavy existential lifting never quite makes good on that promise. Instead, “he Tourist”eventually settles into a conventional web of TV intrigue."
Forever,1,"While Forever brings Oscar and June's meandering story to a relatively satisfying conclusion, it's Sarah and Andre's heartbreaking tale that will stay with me."
The Night Of,1,"Here the identity of the killer matters less than the dehumanising treatment of one presumed innocent until proven guilty, as The Night Of shows a young man ruined, perhaps forever, by the judicial structure designed to protect him."
The Outsider,1,"It remains to be seen whether The Outsider can pull off its pivot into the paranormal and deliver a satisfying pay-off. However, this opening bill certainly haunted the imagination."
Limitless,1,It certainly seems that the creative team was using one hundred percent of their brains when building Limitless.
Scenes From a Marriage,1,"It's an embarrassment of riches, to be sure, but never ostentatious with its merits - carefully crafted and mindfully executed, even if the story is all-too familiar."
Devs,1,"""Devs"" is quietly captivating and beautifully envisioned."
The 100,1,"There's a new set of mysteries and stakes this season that will keep fans on the edge of their seats, and which will end, fittingly, on a full one hundred episodes."
Safe,1,Cliche-free British crime drama is great grown-up mystery.
The Gilded Age,1,"Carrie Coon should be considered an ISI mark for any project. If she's in it, there's definitely something to look forward to."
The Adventures of Merlin,1,The biggest joy of Merlin came from watching it improve year on year.
Marvel's Iron Fist,0,This season should have been appropriate titled Iron Fist Season 2: An SJW Redemption Story. AKA: We're sorry we tried to sell you a white dude doing kung fu because clearly only Asians can do that.
Limitless,0,"The superhero aspects can be fun to watch, but they don't make a lot of sense."
Watchmen,1,"It is the powerful allusions to our contemporary predicaments that make ""Watchmen"" work best even when the storylines get muddled. What matters is what these masked archetypes represent."
Nine Perfect Strangers,1,"The trouble is, few of these revelations succeed in building suspense... Happily, the cast picks up much of the slack, making Strangers quite watchable despite its aimlessness."
Winning Time: The Rise of the Lakers Dynasty,1,"Only an actor as likable as Reilly can make such a philandering, narcissistic individual like Jerry Buss redeemable."
House of Cards,1,"Ultimately I liked it, because it was revision of a series that I once enjoyed very much that had been tainted by the action of an actor and how the political climate evolved. It felt familiar and felt like a good way to end the show on its own terms."
The OA,1,"Forty-two minutes into the 65-minute premiere, you'll get the answers you've been waiting for since 2016."
The O.C.,1,"Going forward, Thursday nights will be a little less quippy, a little less pop-culture-obsessed, a little less Seth-y. And, sure, a little less sexy."
Looking for Alaska,1,"Sometimes, the drama is undercut by the relaxed nature of the series and its buttery, calming cinematography but ""Looking for Alaska"" keeps its focus on its characters as the beating heart of the show."
We Own This City,1,"The project feels a little messy in the early going, but the pieces come together in a compelling way, illustrating the deep roots of police excesses and the elusiveness of the political will to achieve genuine solutions."
Brooklyn Nine-Nine,1,"Season 8 of Brooklyn Nine-Nine wasn't the triumphant victory lap that it should have been, but ""The Last Day"" absolutely sends off our favorite precinct with grace, humor, and heart."
Pachinko,1,I do wish watching Pachinko could last forever.
Central Park,1,"Though it might be rather repetitive, with similar character tropes repeating themselves in the three shows, it hasn't lost its appeal so perhaps sometimes you can have a lot of a good thing."
The Offer,0,"Unfortunately, the resulting product is frequently too on-the-nose. If there’s any reason to watch, it’s for the performance of actor Matthew Goode as legendary Paramount executive Robert Evans."
Succession,0,"Succession is often very funny, and always extremely bleak. But the show's window-dressing doesn't deliver the same vicarious thrill anymore."
Inventing Anna,0,This bloated true-crime drama from Shonda Rhimes alternately seeks to scold and celebrate New York con artist Anna Delvey (Julia Garner) and the relentless reporter (Anna Chlumsky) who brought her story to light.
The Haunting of Hill House,1,"The Haunting of Hill House is both an absolutely terrifying ghost story, but it's also an emotionally devastating familial drama. And it's one of the best shows Netflix has released thus far."
Fleabag,1,"Her writing remains as confident and her humor as cutting as ever - these episodes give us some of the funniest TV moments going right now, and may be the year's best."
Euphoria,1,"Euphoria is a show that revels in the maximalismthe colours are oversaturated, the camera is perpetually coked-out and characters have a tendency of casually saying things like, Its just heroin."
Watch the Sound With Mark Ronson,1,"A highly illuminating little series in which super-producer Mark Ronson and a small host of big-name musicians show exactly how effects and inventions such as autotune, reverb, synthesisers and samplers actually work."
Prehistoric Planet,1,"Could the pacing of Prehistoric Planet be a little better? Sure. But the presentation of realistic-looking prehistoric animals in real-life environments is stunning to watch, especially for those with 4K TVs."
Star Trek: Picard,1,"Though the cast’s lack of chemistry still weakens the characters and the dialogue leaves something to be desired, Picard’s ambitious narrative this season turns out to make it worth tuning in each week."
Only Murders in the Building,1,"There is so much to love here. Our trio continues to grow together, and their development is top-notch. The new characters work (for the most part), and the mystery will keep fans on their toes."
The Tourist,1,"The story would have been tighter with one or two fewer episodes. Still, it’s an entertaining series that has drive, even when it’s going in the wrong direction."
The White Lotus,0,"Aside from a subplot involving cultural reparations that doesn't entirely land, it would have been nice to see a bit more exposition about what point ""The White Lotus"" is ultimately trying to make."
Narcos,1,"Narcos wrapped up its Pablo Escobar storyline in two terrific seasons, raising the question of what the show could possibly do for an encore without Wagner Moura in that role. The answer, it turns out, was to splendidly hit the reset button."
Midnight Mass,0,"They could have just gone so much further with... the mysticism, the miracles, and even the backstories of these characters."
Losing Alice,0,"Despite the interesting way Alice and Sophie play off each other in the first two episodes, their interactions and the show as a whole has increasingly diminishing returns."
The Mist,0,"Some character depth would help maintain interest for 10 episodes around a scary fog, but from the town's cops to the high school jocks, it all feels like a mediocre horror movie. That's a hard sell for 10 weeks."
Mad Men,1,"This is a show that loves ambiguities, digressions and oblique angles. Not many shows could pull that off, but Mad Men has the kind of cast that makes watching people think and react a real pleasure most of the time."
Arrested Development,1,"It may not be all it once was, but even an imperfect Arrested Development is still funnier than many of the comedies on-air today."
Mythic Quest,1,A major upgrade from the first season -- which was already great -- and deserves to stand out as one of the best comedies across streaming platforms and on television today.
The First Lady,1,"The first season of this purported anthology series manages to be perfectly emblematic of the saying that goes, ""Always leave them wanting more."""
Watchmen,1,"Sunday night on HBO, I saw something I thought I'd never see on television: the depiction of a dark day in American history that not many know about-the Tulsa massacre."
The Lincoln Lawyer,1,"The show, written by David E. Kelley, still feels fairly broadcast network-y, albeit slightly elevated. Haller is the half-brother of Harry Bosch and ""Lincoln Lawyer"" feels of a piece with the ""Bosch"" series."
You,1,"You is, if nothing else, a cautionary tale about the perils of not keeping your social media channels set to private."
Invasion,1,"The first three installments as a block, though, pay off nicely, because by episode four, even the most sci-fi agnostic will be pulled in by some breakout performances and character development."
The Wheel of Time,1,"Does it do enough to distinguish itself in an already crowded genre? As yet, I'm not entirely convinced - however, the ambitious narrative is certainly intriguing."
Midnight Mass,1,Linklater's Father Paul is the fervent glue that holds the series together.
Inventing Anna,1,"Imagine a stitch, combining the investigative style of Law & Order with everything intrinsic to a Shondaland series, including the pivoting plotlines, messy humanity, and the nearly diabolical (its so clever) dialogue."
The Pentaverate,0,"We don’t expect The Pentaverate to get much funnier as the season goes along. And the longer we watch, we think the more painfully unfunny most of the gags are going to get."
The Leftovers,1,The Leftovers is a tremendous iceberg of a show on which one could write endlessly about just one or two calving chunks of interest and come nowhere near delving into even a small portion of what lurks underneath.
Irma Vep,1,"A smart, twisting look behind-the-scenes, and a reminder that Olivier Assayas is one of the best alive today in the filmmaking business, and apparently TV too."
The Thing About Pam,0,The Thing About Pam offers an intriguing but tonally off-putting rehash of a familiar true crime story.
Mr. Corman,1,"Mr. Corman is a very basic premise but unlike anything else on TV. There is loads of potential here. Hopefully, it takes the distinctive building blocks from this first episode and expands on them."
WandaVision,1,"Bettany and Olsen have a sweet chemistry. It's refreshing to see the actors at play in a field that doesn't require them to send some super foe (or friend, the way the Avengers get on) backward through a brick wall."
Twin Peaks,1,The reason I love it is probably the reason why some people couldn't get through it...
The Flash,1,"There is just enough excitement to get us to the next episode without making things too overly convoluted. Hopefully, it stays that way."
The Wheel of Time,1,"When The Wheel of Time does fire on all cylinders, it's proof that it might actually be possible to fit the book into a coherent TV show."
Only Murders in the Building,1,Only Murders remains a story about murder that glorifies true crime podcasters... But the show is also refreshingly honest about a burgeoning industry’s nosiness and penchant for exploitation.
Visible: Out on Television,1,"The series' interviewee roster is broad and deep, and everyone brings something to the table, be it their personal story or cultural criticism, or both."
Normal People,1,The love scenes are properly intense...
Lisey's Story,1,"The point where the storyline shifts to a netherworld will put off some viewers, but there is so much to luxuriate in, from the exquisite setting and colour palette, to the performances of Moore, Allen and Leigh."
Alias Grace,1,"The real attraction is the performances, particularly [Sarah] Gadon's."
Severance,1,The best way to describe... Severance is to imagine if Yargos Lanthimos were to helm an episode of Black Mirror in the style of The Office. This could well be one of the best shows of the year.
You,1,"Joe and Love, seemingly perfect for each other before, have become something so disgusting and revulsive that you can't look away from the disaster."
Big Shot,1,"A solidly-written show with a fine cast, and John Stamos doing his usual great job in the lead."
Servant,1,"Even when the story is bad and the characters don't make sense, the show knows just how to craft the perfect cliffhanger to get audiences to tune in the next week and feel like there is enough good to keep going."
Dave,1,"Dave might be self-centered, but Dave at its best spreads its attention between all its characters. Fine, fine, I'll follow."
Station Eleven,1,"The series jumps back and forth through time elegantly, scattering puzzle pieces that are extremely gratifying, if heartbreaking to put together."
1883,1,"""1883"" hits all the right notes as an absorbing piece of fiction."
How I Met Your Mother,1,"Nothing was over-the-top funny, but it was a perfect combination of laughter and sweet moments that really do make up for all of the lackluster episodes in the past few seasons."
Downton Abbey on Masterpiece,1,"Downton simply continues its sharp observations of human behavior among fundamentally decent people, as animated by some of the loveliest faces, voices, and cinematography on the tube, it still has much to offer."
Mythic Quest,1,"Mythic Quest's Season 2 premiere is immediately more comfortable in its own skin, managing to kickstart a brand of comedy that's appropriately cynical while still finding ways to make us root for its characters."
Black Mirror,1,"For a show that's built its brand on nihilistic spirals, there's something heartening in watching Black Mirror embrace the audacity of hope."
The Office,1,"When the focus shifts from primary characters to the entire cast, we're reminded that a strong, comedic ensemble still exists."
The Americans,1,This FX drama delivers an unforgettable ending in this final set of episodes.
WandaVision,1,"You don't need to remember every tiny detail of the previous films, but Easter eggs and lore are there if you really want to look closer."
The Undoing,1,"The Undoing is a glossy addictive mystery and there's satisfaction in spending time with the elite, especially when they are being toppled from their thrones."
Mindhunter,1,"Mindhunter grips you -- not with the promise of some big reveal, but for what it chooses to unravel in the story of killers who've controlled their seductive narratives for far too long."
This Way Up,1,"Watch an episode and you'll soon find yourself watching two and three at a time, blitzing through the first season and swimming a marathon through the even better second season."
WandaVision,1,Marrying spectacle and emotion for a show that does credit to both its format and its franchise.
Once Upon a Time,0,"As fans of the series, we don't want to add Once Upon a Time to the list of shows with disappointing final seasons, but we can't see even an unlimited amount of fairy dust in the finale changing things for the better."
Sharp Objects,1,"[It's] gripping enough but requires patience. It's non-linear in structure, and be prepared, because while it's a murder mystery on the surface, it's about the exploitation and manipulation of women and the self-damage that results."
11.22.63,1,11.22.63 is solid and fairly evenly paced throughout.
Normal People,1,"Relative newcomers Daisy Edgar-Jones and Paul Mescal star as Marianne and Connell, and their chemistry is not only palpable, but captivating to watch."
Gossip Girl,0,"A few good characters caught in a terrible TV show, desperately trying to escape."
Adventure Time,1,"It focuses squarely on the warmth and attention to intimacy at the heart of Adventure Time, rather than dizzying spectacle or surreal humor."
The Endgame,1,"The Endgame is a crackerjack of a caper show, a tautly edited blend of action and wit that blows along like a runaway train."
The Lincoln Lawyer,1,"To be honest, I didn’t know what to expect from The Lincoln Lawyer, but over 10 episodes, I’m extremely in need of seeing more of Mickey Haller."
Star Trek: Strange New Worlds,1,Just one season of Strange New Worlds delivers enough memorable moments and stirring performances to put Christopher Pike in the conversation when discussing the franchise’s most revered captains.
Chernobyl,1,"There is much beauty, much ugliness."
Stranger Things,1,"Stranger Things season 4 volume 2 came for our throats with family feels, honest moments full of love, and incredible story building we can’t stop thinking about. Were the two episodes a bit long? Absolutely. But were they worth it? Without a doubt."
The Expanse,0,"The season feels incomplete, an insufficient and far too economical kiss off for such an intricately constructed show. It's sad to see a world built with the breadth of the universe have no room to breathe."
Just Beyond,1,I would have loved this series if I saw it when I was ten. They're kids' stories. They're Twilight Zone-esque things.
Peacemaker,1,"The show is not for young superhero fans, and honestly, that's fun. Sometimes, we just want a raunchy superhero show that completely takes us in a direction we were not expecting."
The Boys,1,"The Boys is back for a depraved and pointed Season 3 as the superhero series expands its scope and history for a bloodier, more poignant story."
Chloe,1,"A compelling mystery, blending false identity, secrets among friends, and the curated picture of perfection we post online."
Bridgerton,1,"While the privileged atmosphere, back-stabbing, rampant rutting and frocks are certainly part of the Bridgerton allure, so is the refreshing acknowledgment of how dumb it all is. Even the carriage horses seem to be in on the joke."
